Country,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Serbia,7350222.0,7320807.0,7291436.0,7234099.0,7199077.0,7164132.0,7130576.0,7095383.0,7058322.0,7020858.0,6982084.0,6982084.0
South Sudan,8736939.0,9142259.0,9508364.0,9830698.0,10113647.0,10355036.0,10554883.0,10715658.0,10832512.0,10910759.0,10975920.0,10975920.0
Suriname,517123.0,523111.0,529131.0,535179.0,541245.0,547291.0,553273.0,559143.0,564888.0,570496.0,575991.0,575991.0
Slovakia,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5447011.0,5447011.0
Slovenia,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2067372.0,2067372.0
Sweden,9219637.0,9298515.0,9378126.0,9449213.0,9519374.0,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10183175.0,10183175.0
Eswatini,1049945.0,1057467.0,1064837.0,1072032.0,1079288.0,1086839.0,1095021.0,1104044.0,1113984.0,1124753.0,1136191.0,1136191.0
Sint Maarten (Dutch part),33964.0,34238.0,34056.0,33435.0,34640.0,36607.0,37685.0,38825.0,39969.0,40574.0,40654.0,40654.0
Seychelles,86956.0,87298.0,89770.0,87441.0,88303.0,89949.0,91359.0,93419.0,94677.0,95843.0,96762.0,96762.0
Syria,20664038.0,21205873.0,21362529.0,21082966.0,20442541.0,19584274.0,18715672.0,17997408.0,17453933.0,17068002.0,16906283.0,16906283.0
Turks and Caicos Islands,31202.0,31934.0,32660.0,33377.0,34066.0,34731.0,35369.0,35981.0,36559.0,37115.0,37665.0,37665.0
Chad,11183588.0,11560147.0,11952136.0,12360989.0,12784750.0,13220424.0,13663559.0,14110975.0,14561666.0,15016773.0,15477751.0,15477751.0
Togo,6083420.0,6250835.0,6421679.0,6595943.0,6773807.0,6954721.0,7137997.0,7323158.0,7509952.0,7698475.0,7889094.0,7889094.0
Thailand,66530984.0,66866839.0,67195028.0,67518382.0,67835957.0,68144501.0,68438730.0,68714511.0,68971331.0,69209858.0,69428524.0,69428524.0
